data_type,s_rank,num_data_points,nelder_mead,powell,sgd,adam,rmsprop,bfgs,slsqp,dual_annealing,cobyla,genetic_algorithm,particle_swarm,diff_evolution
non_lin_ind,4,3,0.3912501689494108,0.3920913277724504,0.6264414590693045,0.37759342883488467,0.38414226633099274,0.38410755351790843,0.3841102575167714,0.3753721984428914,0.386826507206379,0.39187326881799245,0.3894957807670195,0.37569249378173764
non_lin_ind,4,4,0.43488335350473434,0.44147110779567766,0.7448395398689887,0.41631961070764617,0.41156582710316714,0.44968745907764907,0.4425852381664329,0.4006834901632099,0.41154753944710853,0.42432250536179233,0.41418968117345195,0.40216770338919333
var_s_rank,1,1,0.03857262236256801,0.03857262964998363,0.16131011286323688,0.038574159129397045,0.03863428638213813,0.038572622565302465,0.03857566060365499,0.03857262246910076,0.03857526217338314,0.0401337288263273,0.046020508564071264,0.038572638537324865
var_s_rank,1,2,0.17612729157462098,0.17294287455710763,0.3585870540844047,0.19672677928777046,0.18948637484264547,0.1794221918077406,0.19187105364317508,0.1700325659319803,0.19293151230620795,0.1816126299031368,0.18612918908506365,0.17186848194862095
var_s_rank,1,3,0.26861721363356694,0.2532214490288305,0.41569749787864596,0.26109405799851837,0.2605473530746423,0.25731108240015554,0.2625572747316828,0.2352747671382978,0.26747582872886067,0.25037542147571634,0.24965815250429957,0.2365284324142701
var_s_rank,1,4,0.27728909641102156,0.2845977788137034,0.46454761881169127,0.26408794271170594,0.26575180261156583,0.27360186356312793,0.27360451651620343,0.25591153406262596,0.29196613963071766,0.27558179650193615,0.2721981570796597,0.2564711905340393
var_s_rank,2,1,0.14567812063693925,0.1448549238760394,0.35678277998968766,0.14693998789068888,0.1459402373000825,0.14567812091940763,0.1462217336569465,0.14468715821062358,0.1465739030263948,0.15019319898816919,0.15878426665162174,0.14506625844037996
var_s_rank,2,2,0.2713675756004224,0.28703711844576946,0.5118900528691019,0.2940307303147951,0.2871639448317855,0.3122455571298282,0.29826438905446306,0.23892010601599245,0.28787786730030274,0.2604148907830611,0.2575802709230362,0.2384846489392781
var_s_rank,2,3,0.3333938788043909,0.32299512932887015,0.5161012928561844,0.3341215746609341,0.3308992187171237,0.3302178579826026,0.3321245705194049,0.3228278649238064,0.3422650425453123,0.3347702979070715,0.33554540277126754,0.323062438073182
var_s_rank,2,4,0.3228556863882259,0.3383487546125935,0.5820479324265807,0.3505805265320284,0.338500210033688,0.34386674758743563,0.34386886688545254,0.3150369172143253,0.3498081068319586,0.3315018710339771,0.3296904675402269,0.31590173782977005
var_s_rank,3,1,0.26811524969562245,0.27241223265841447,0.5424430181292285,0.2700475672812196,0.26876576994087475,0.26650986751136696,0.26762935645660163,0.265842737376271,0.269553761828619,0.271620458783151,0.2818113159924158,0.26601804046436095
var_s_rank,3,2,0.3536131643810366,0.36090925795206946,0.6255421775594954,0.35704561553561964,0.3536516734249331,0.35361316458537406,0.3546974867918271,0.34307503439504056,0.36119168492247233,0.35328498264668917,0.3574573615108815,0.34311582920409867
var_s_rank,3,3,0.3859180303217135,0.39518190461330216,0.7207780491680216,0.3953241861985397,0.40279738979934515,0.4005481444492599,0.40107529192938873,0.3689539409024279,0.38021800215873025,0.3867551379541831,0.3822977758365471,0.36936453603994074
var_s_rank,3,4,0.40590202651951496,0.4043735197482266,0.7043960414625664,0.4204115667861289,0.4303284252744236,0.42442777345425303,0.4244071658332168,0.38620726101976577,0.39631872404392265,0.4007554543767814,0.40037304364810006,0.3875642900338817
var_s_rank,4,1,0.38517534727108327,0.36109269055596077,0.6072638177326255,0.3788782173809936,0.3789154570555512,0.38258284417178096,0.384854633424353,0.34341104126618355,0.3677543716904423,0.3519032660072335,0.3590365228110771,0.34283209930658076
var_s_rank,4,2,0.40066930105462495,0.42126217464567806,0.7191286561603084,0.401184149278248,0.4007031602354358,0.40066929990998845,0.4027033437846699,0.39866085684650526,0.40066930128594824,0.40540866443540297,0.41328213689172416,0.39914416464581653
var_s_rank,4,3,0.42334681555951137,0.4382503290294701,0.7307989448813352,0.4248270528036985,0.43411933932454055,0.4260299808091739,0.4340896649340983,0.40571602999252454,0.43371676859083247,0.42365989397733517,0.4179739647171636,0.4058235051621809
var_s_rank,4,4,0.4303532842860582,0.4707630433254139,0.7507004400578119,0.4434978297764044,0.45831727141067014,0.4342203334033039,0.4342248037224117,0.4112166121626128,0.4452216129826569,0.4316640311960304,0.425532578727871,0.41225830644038136
